Count;Country;code;cid;year;fstgdp;institutions;judicial;electoral;media;currcrisis;debtcrisis;bankcrisis;inflation;tradegdp;gini;debtgdp;labor;tariffs;kofglobal;koftrade;conflicts;unemployment;realconsumption;realgrosscapform;pbalance;placebo;war;independent;advanced;populist;leftpop;rightpop;popepc;populist_takeover;leftpop_takeover;rightpop_takeover;populist5;populist15
2190;Denmark;DNK;15;1960;39.782436;2.1499941;0.99;0.939;0.971;0;0;0;0.012474299;0.52480847;;0.19925955;0.6447534;;;;0;;;;1.9209899;1;0;1;1;0;0;0;0;0;0;0;0;0
2191;Denmark;DNK;15;1961;42.06823;2.1485834;0.99;0.938;0.971;0;0;0;0.033934116;0.49068037;;0.16404332;0.6447534;;;;0;;;;2.32747;0;0;1;1;0;0;0;0;0;0;0;0;0
2192;Denmark;DNK;15;1962;44.11458;2.1485834;0.99;0.938;0.971;0;0;0;0.07118344;0.483939;;0.15081635;0.6447534;;;;0;;;;0.448819;1;0;1;1;0;0;0;0;0;0;0;0;0
2193;Denmark;DNK;15;1963;44.04431;2.1485834;0.99;0.938;0.971;0;0;0;0.059259176;0.48400247;;0.1347408;0.6447534;;;;0;;;;1.7084099;0;0;1;1;0;0;0;0;0;0;0;0;0
2194;Denmark;DNK;15;1964;47.78868;2.1471725;0.99;0.937;0.971;0;0;0;0.030459642;0.49660873;;0.107544035;0.6447534;;;;0;;;;2.26514;0;0;1;1;0;0;0;0;0;0;0;0;0
2195;Denmark;DNK;15;1965;49.580845;2.1471725;0.99;0.937;0.971;0;0;0;0.05306673;0.4806301;;0.07866571;0.6447534;;;;1;;;;2.5959;0;0;1;1;0;0;0;0;0;0;0;0;0
2196;Denmark;DNK;15;1966;50.522957;2.1471725;0.99;0.937;0.971;0;0;0;0.06826544;0.4650273;;0.06096216;0.6447534;;;;0;;12320.67099;19889687618;1.41366;0;0;1;1;0;0;0;0;0;0;0;0;0
2197;Denmark;DNK;15;1967;52.525505;2.1471725;0.99;0.937;0.971;0;0;0;0.07888389;0.44411847;;0.058197346;0.6447534;;;;0;;13046.52324;20843133357;1.86569;0;0;1;1;0;0;0;0;0;0;0;0;0
2198;Denmark;DNK;15;1968;54.055283;2.1499941;0.99;0.939;0.971;0;0;0;0.07653141;0.44350255;;0.052929997;0.6447534;;;;1;;13433.07244;22166675318;0.304591;1;0;1;1;0;0;0;0;0;0;0;0;0
2199;Denmark;DNK;15;1969;57.50769;2.1499941;0.99;0.939;0.971;0;0;0;0.03428459;0.45483476;;0.047524143;0.6447534;;;;0;;14122.36258;25627113176;0.593;0;0;1;1;0;0;0;0;0;0;0;0;0
2200;Denmark;DNK;15;1970;58.390224;2.1499941;0.99;0.939;0.971;0;0;0;0.063114405;0.45980954;;0.04806661;0.6447534;;37.090694;61.93482;0;;14364.4121;26200858665;0.9875001;0;0;1;1;0;0;0;0;0;0;0;0;0
2201;Denmark;DNK;15;1971;59.747917;2.1528156;0.99;0.941;0.971;0;0;0;0.057040215;0.4406712;;0.05017227;0.6447534;7.288363;38.27216;61.26332;0;;14384.59392;26177532986;;1;0;1;1;0;0;0;0;0;0;0;0;0
2202;Denmark;DNK;15;1972;62.29755;2.157048;0.99;0.944;0.971;0;0;0;0.06356025;0.4118623;;0.052844718;0.6447534;12.025799;38.108738;60.59527;1;;14309.84482;28028631301;;1;0;1;1;0;0;0;0;0;0;0;0;0
2203;Denmark;DNK;15;1973;63.837914;2.157048;0.99;0.944;0.971;0;0;0;0.08895707;0.4609906;;0.049619712;0.6447534;12.754636;43.04575;64.76271;0;;15299.87608;30515268292;;1;0;1;1;0;0;0;0;0;0;0;0;0
2204;Denmark;DNK;15;1974;62.24804;2.1542263;0.99;0.942;0.971;0;0;0;0.14215207;0.51894355;;0.045608446;0.6447534;10.97381;43.50193;67.62856;1;;14883.51489;28463327421;4.87247;0;0;1;1;0;0;0;0;0;0;0;0;0
2205;Denmark;DNK;15;1975;62.01617;2.1528156;0.99;0.941;0.971;0;0;0;0.09171867;0.47404647;;0.0433788;0.6447534;11.391256;41.99169;66.00369;0;;15307.00909;23839551293;-0.079996;1;0;1;1;0;0;0;0;0;0;0;0;0
2206;Denmark;DNK;15;1976;65.6169;2.1528156;0.99;0.941;0.971;0;0;0;0.08617759;0.4849675;24.3;0.075493336;0.6447534;12.197767;43.041664;66.84539;0;;16432.98988;28967088262;1.47942;0;0;1;1;0;0;0;0;0;0;0;0;0
2207;Denmark;DNK;15;1977;66.230095;2.1556373;0.99;0.943;0.971;0;0;0;0.105612755;0.46915;24.1;0.107922144;0.6447534;11.8165865;45.89871;67.23516;0;;16706.8783;28577632215;2.1133;0;0;1;1;0;0;0;0;0;0;0;0;0
2208;Denmark;DNK;15;1978;67.84166;2.1556373;0.99;0.943;0.971;0;0;0;0.09539151;0.4429298;23.9;0.19466923;0.6447534;6.7896;48.67609;66.12915;1;;16943.04245;28154451414;2.49973;0;0;1;1;0;0;0;0;0;0;0;0;0
2209;Denmark;DNK;15;1979;69.04335;2.157048;0.99;0.944;0.971;0;0;0;0.09176803;0.4707964;23.8;0.26313832;0.6447534;6.570581;50.294308;66.508736;0;;17075.87761;29378222374;2.65518;0;0;1;1;0;0;0;0;0;0;0;0;0
2210;Denmark;DNK;15;1980;68.697105;2.1598694;0.99;0.946;0.971;0;0;0;0.1160512;0.513409;23.6;0.34973;0.6447534;6.6242404;54.89686;68.66706;0;;16673.51658;24968940595;1.42743;0;0;1;1;0;0;0;0;0;0;0;0;0
2211;Denmark;DNK;15;1981;67.23085;2.1598694;0.99;0.946;0.971;0;0;0;0.11104369;0.54826903;23.4;0.45433;0.6447534;5.785242;57.980312;71.95918;0;;16468.76649;20867258349;-0.841727;0;0;1;1;0;0;0;0;0;0;0;0;0
2212;Denmark;DNK;15;1982;68.95295;2.1528156;0.99;0.941;0.971;0;0;0;0.09640789;0.53554046;23.1;0.58548;0.6447534;6.1742935;58.76726;70.68393;0;;16712.95124;23287788302;-2.55413;1;0;1;1;0;0;0;0;0;0;0;0;0
2213;Denmark;DNK;15;1983;70.764626;2.1528156;0.99;0.941;0.971;0;0;0;0.06680083;0.5369407;22.9;0.70274;0.6447534;5.652679;59.18639;70.54775;2;;17044.30234;24099245585;1.33277;0;0;1;1;0;0;0;0;0;0;0;0;0
2214;Denmark;DNK;15;1984;72.968636;2.1528156;0.99;0.941;0.971;0;0;0;0.061008215;0.5545407;22.7;0.72979;0.6447534;5.882535;61.726913;71.278915;0;;17653.02798;28552633058;5.46788;0;0;1;1;0;0;0;0;0;0;0;0;0
2215;Denmark;DNK;15;1985;75.85756;2.1528156;0.99;0.941;0.971;0;0;0;0.04572606;0.5672157;22.6;0.7083;0.6447534;5.6102557;67.83829;72.26573;1;;18438.02511;31783934939;;0;0;1;1;0;0;0;0;0;0;0;0;0
2216;Denmark;DNK;15;1986;79.3519;2.1528156;0.99;0.941;0.971;0;0;0;0.036121607;0.50116694;23.2;0.67731;0.6447534;6.3017073;66.75543;67.97352;0;;19726.20252;36821628065;;0;0;1;1;0;0;0;0;0;0;0;0;0
2217;Denmark;DNK;15;1987;79.795395;2.1542263;0.99;0.942;0.971;0;0;1;0.039148808;0.4675307;24;0.64852;0.6447534;6.82685;67.566025;66.559166;0;;19326.19503;35526327280;;0;0;1;1;0;0;0;0;0;0;0;0;0
2218;Denmark;DNK;15;1988;79.18479;2.157048;0.99;0.944;0.971;0;0;0;0.044616938;0.46590394;22.9;0.6268;0.6447534;3.59;73.84081;68.38661;0;;18962.78637;34405974667;;0;0;1;1;0;0;0;0;0;0;0;0;0
2219;Denmark;DNK;15;1989;78.32966;2.157048;0.99;0.944;0.971;0;0;0;0.04662323;0.48304072;22.3;0.61198;0.6447534;3.77;75.098885;69.84202;0;;19011.70364;35655739596;;0;0;1;1;0;0;0;0;0;0;0;0;0
2220;Denmark;DNK;15;1990;79.09045;2.1584587;0.99;0.945;0.971;0;0;0;0.026073456;0.47365195;22.4;0.625232;0.6447534;5.05;77.28028;69.46967;0;;19132.85548;35464356446;5.27415;0;0;1;1;0;0;0;0;0;0;0;0;0
2221;Denmark;DNK;15;1991;79.89566;2.1584587;0.99;0.945;0.971;0;0;0;0.02366829;0.48213685;22.5;0.6344047;0.6447534;4.74;78.266396;70.637474;0;9.1;19392.90968;34078602714;3.59084;0;0;1;1;0;0;0;0;0;0;0;0;0
2222;Denmark;DNK;15;1992;80.81245;2.1584587;0.99;0.945;0.971;0;0;0;0.020744324;0.50006574;23;0.6795758;0.6447534;4.46;80.4056;69.196724;0;9.03;19824.75278;34728864989;3.3474698;0;0;1;1;0;0;0;0;0;0;0;0;0
2223;Denmark;DNK;15;1993;79.8995;2.1584587;0.99;0.945;0.971;0;0;0;0.012500286;0.45763552;22.6;0.79819345;0.6447534;4.12;81.80977;69.212845;2;10.72;19588.73255;32037902933;2.78995;1;0;1;1;0;0;0;0;0;0;0;0;0
2224;Denmark;DNK;15;1994;83.53063;2.1584587;0.99;0.945;0.971;0;0;0;0.019724846;0.4723273;21.9;0.7680064;0.6447534;4.44;82.43683;70.29402;0;8.04;20822.55411;36363108933;2.72973;0;0;1;1;0;0;0;0;0;0;0;0;0
2225;Denmark;DNK;15;1995;85.61289;2.157048;0.99;0.944;0.971;0;0;0;0.0206213;0.48498338;21.8;0.7552426;0.6447534;6.27;83.22486;70.23547;0;6.99;21062.11627;41700543280;2.97554;0;0;1;1;0;0;0;0;0;0;0;0;0
2226;Denmark;DNK;15;1996;87.171524;2.157048;0.99;0.944;0.971;0;0;0;0.021023273;0.4721105;21.8;0.7373608;0.64979976;4.01;84.392525;71.140854;0;6.84;21457.41623;42140123237;3.6497803;0;0;1;1;0;0;0;0;0;0;0;0;0
2227;Denmark;DNK;15;1997;89.12933;2.157048;0.99;0.944;0.971;0;0;0;0.021605015;0.5373193;22;0.6905405;0.642859;3.62;85.16544;73.02071;0;5.4;21997.87875;48211655443;4.42059;0;0;1;1;0;0;0;0;0;0;0;0;0
2228;Denmark;DNK;15;1998;90.41697;2.1556373;0.99;0.943;0.971;0;0;0;0.018036366;0.53002846;22.2;0.63998556;0.6575467;3.29;84.957054;74.58382;0;5.04;22433.73685;51045849565;4.47235;0;0;1;1;0;0;0;0;0;0;0;0;0
2229;Denmark;DNK;15;1999;92.60022;2.1542263;0.99;0.942;0.971;0;0;0;0.024497509;0.5279992;22.4;0.60866773;0.64703625;3.13;85.360886;77.22338;1;5.14;22332.8598;48555716242;5.40177;0;0;1;1;0;0;0;0;0;0;0;0;0
2230;Denmark;DNK;15;2000;95.32453;2.1542263;0.99;0.942;0.971;0;0;0;0.028840065;0.5865747;22.4;0.5496306;0.6199041;2.14;88.502174;81.24069;0;4.48;22344.4012;54258149846;;0;0;1;1;0;0;0;0;0;0;0;0;0
2231;Denmark;DNK;15;2001;95.6797;2.1556373;0.99;0.943;0.971;0;0;0;0.023452759;0.57815146;22.7;0.52021176;0.63381445;3.02;88.639244;80.74643;0;4.16;22315.34448;53458659583;4.60344;1;0;1;1;0;0;0;0;0;0;0;0;0
2232;Denmark;DNK;15;2002;95.89663;2.1584587;0.99;0.945;0.971;0;0;0;0.023951054;0.5859412;22.8;0.51619387;0.6381855;1.99;83.63121;81.53994;0;4.27;22565.79893;52816314927;3.43941;0;0;1;1;0;0;0;0;0;0;0;0;0
2233;Denmark;DNK;15;2003;96.08936;2.1584587;0.99;0.945;0.971;0;0;0;0.020537376;0.5599961;22.9;0.49611264;0.6396392;2.03;84.671265;80.753174;0;5.4;22804.76733;52457109893;2.78056;0;0;1;1;0;0;0;0;0;0;0;0;0
2234;Denmark;DNK;15;2004;97.89024;2.1584587;0.99;0.945;0.971;0;0;0;0.011474133;0.5682049;22.9;0.46958762;0.6292353;2.07;84.04512;81.13175;0;5.2;23802.96194;56003518546;4.45348;0;0;1;1;0;0;0;0;0;0;0;0;0
2235;Denmark;DNK;15;2005;100;2.1767988;0.99;0.958;0.971;0;0;0;0.018016338;0.60631686;23.4;0.3929177;0.62903756;1.84;87.10199;81.58735;0;4.83;24615.35491;59101658654;;0;0;1;1;0;0;0;0;0;0;0;0;0
2236;Denmark;DNK;15;2006;103.57207;2.1796203;0.99;0.96;0.971;0;0;0;0.019057274;0.62965655;23.9;0.3280309;0.62658805;1.85;87.249245;81.0841;0;3.9;25257.81219;66646476719;;0;0;1;1;0;0;0;0;0;0;0;0;0
2237;Denmark;DNK;15;2007;104.05132;2.1796203;0.99;0.96;0.971;0;0;0;0.016788483;0.6298801;23.8;0.2788582;0.6389483;1.81;87.901054;81.4528;2;3.8;25590.89462;68427405959;;0;0;1;1;0;0;0;0;0;0;0;0;0
2238;Denmark;DNK;15;2008;102.912125;2.1796203;0.99;0.96;0.971;0;0;1;0.033589363;0.64260477;24.2;0.32433113;0.6373495;1.77;86.332695;82.143196;1;3.68;25565.73726;65145138449;4.67969;0;0;1;1;0;0;0;0;0;0;0;0;0
2239;Denmark;DNK;15;2009;97.34045;2.1796203;0.99;0.96;0.971;0;0;0;0.012965679;0.5537844;24.5;0.37479782;0.6613699;1.51;83.694725;79.591606;0;6.41;24556.54273;51313916744;-0.89347994;1;0;1;1;0;0;0;0;0;0;0;0;0
2240;Denmark;DNK;15;2010;98.72218;2.1796203;0.99;0.96;0.971;0;0;0;0.022847176;0.55337334;24.7;0.40624857;0.63271236;1.61;83.49662;80.85503;0;7.75;24639.27927;51012603118;-0.888445;0;0;1;1;0;0;0;0;0;0;0;0;0
2241;Denmark;DNK;15;2011;99.63081;2.1796203;0.99;0.96;0.971;0;0;0;0.027215958;0.5995102;25;0.43673152;0.62878644;1.09;82.968216;81.54899;0;7.77;24605.70636;53794989448;-1.4492;1;0;1;1;0;0;0;0;0;0;0;0;0
2242;Denmark;DNK;15;2012;99.48145;2.1767988;0.99;0.958;0.971;0;0;0;0.023697376;0.60933465;25;0.42551094;0.6219541;1.02;82.57514;80.96304;0;7.8;24638.90737;55029488113;-2.9823656;0;0;1;1;0;0;0;0;0;0;0;0;0
2243;Denmark;DNK;15;2013;99.99222;2.1767988;0.99;0.958;0.971;0;0;0;0.007858753;0.6064935;24.8;0.4082567;0.62119967;1.04;83.9417;80.60785;0;7.38;24604.95696;56895429678;-0.8331151;0;0;1;1;0;0;0;0;0;0;0;0;0
2244;Denmark;DNK;15;2014;101.097565;2.1767988;0.99;0.958;0.971;0;0;0;0.005624294;0.61222947;25.4;0.40684438;0.6137297;1.2838277;85.5763;82.29712;1;6.93;24703.62812;59336123702;1.6005874;0;0;1;1;0;0;0;0;0;0;0;0;0
2245;Denmark;DNK;15;2015;102.73753;2.1782095;0.99;0.959;0.971;;;0;0.004509926;0.6229298;25.6;0.35680422;0.61185664;1.298756;86.26722;81.73841;2;6.28;25089.14338;62445104478;-0.73242426;1;0;1;1;0;0;0;0;0;0;0;0;0
2246;Denmark;DNK;15;2016;105.24779;2.1782095;0.99;0.959;0.971;;;0;0.002496719;0.6046581;25.4;0.33316514;0.6132584;1.2340668;86.26605;81.51833;1;5.99;25497.17553;67191616402;0.11585646;0;0;1;1;0;0;0;0;0;0;0;0;0
2247;Denmark;DNK;15;2017;107.52362;2.1715264;0.986;0.959;0.971;;;0;0.011405945;0.61879873;26;0.3180442;0.6134522;1.1693779;86.565285;82.34988;3;5.83;25913.34894;70026237404;1.2890687;0;0;1;1;0;0;0;0;0;0;0;0;0
2248;Denmark;DNK;15;2018;109.12044;2.1715264;0.986;0.959;0.971;;;0;0.013906956;0.61879873;26.2;;;1.1693779;;;1;5.13;26685.06236;73071060335;-0.32544443;0;0;1;1;0;0;0;0;0;0;0;0;0
2249;Denmark;DNK;15;2019;111.029625;2.1658835;0.986;0.955;0.971;;;0;0.013906956;0.61879873;;;;;;;7;5.02;26915.72822;72505530209;;0;0;1;1;0;0;0;0;0;0;0;0;0
2250;Ecuador;ECU;16;1870;10.212618;-2.7736747;0.024;0.137;0.142;0;1;0;;0.3548374;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
2251;Ecuador;ECU;16;1871;10.212618;-2.7736747;0.024;0.137;0.142;0;0;0;;0.3747216;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
2252;Ecuador;ECU;16;1872;10.212618;-2.7736747;0.024;0.137;0.142;0;0;0;;0.38556466;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
2253;Ecuador;ECU;16;1873;10.212618;-2.7736747;0.024;0.137;0.142;0;0;0;;0.38013637;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
2254;Ecuador;ECU;16;1874;10.212618;-2.7736747;0.024;0.137;0.142;0;0;0;;0.3821752;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
2255;Ecuador;ECU;16;1875;10.212618;-2.199128;0.351;0.157;0.142;0;0;0;;0.38625175;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2256;Ecuador;ECU;16;1876;10.212618;-1.8819286;0.446;0.161;0.233;0;0;0;;0.37460858;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2257;Ecuador;ECU;16;1877;10.212618;-2.4331858;0.252;0;0.233;0;0;0;;0.374104;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2258;Ecuador;ECU;16;1878;10.212618;-2.4331858;0.252;0;0.233;0;0;0;;0.37544355;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2259;Ecuador;ECU;16;1879;10.212618;-2.3396244;0.308;0;0.233;0;0;0;;0.38951635;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2260;Ecuador;ECU;16;1880;10.212618;-2.3396244;0.308;0;0.233;0;0;0;;0.3975807;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2261;Ecuador;ECU;16;1881;10.39038;-2.3396244;0.308;0;0.233;0;0;0;;0.40539616;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2262;Ecuador;ECU;16;1882;10.568142;-2.3396244;0.308;0;0.233;0;0;0;;0.41615254;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2263;Ecuador;ECU;16;1883;10.745905;-2.5322883;0.062;0;0.363;0;0;0;;0.40879565;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2264;Ecuador;ECU;16;1884;10.923667;-2.5322883;0.062;0;0.363;0;0;0;;0.44423613;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2265;Ecuador;ECU;16;1885;11.101429;-2.3005147;0.062;0;0.501;0;0;0;;0.4238652;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2266;Ecuador;ECU;16;1886;11.279191;-2.5457246;0.062;0;0.355;0;0;0;;0.4155798;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2267;Ecuador;ECU;16;1887;11.456953;-2.208141;0.062;0;0.556;0;0;0;;0.43249214;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2268;Ecuador;ECU;16;1888;11.634716;-1.5958499;0.252;0.209;0.556;0;0;0;;0.44701308;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2269;Ecuador;ECU;16;1889;11.812478;-1.3322337;0.252;0.253;0.676;0;0;0;0.047806278;0.45103237;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2270;Ecuador;ECU;16;1890;11.99024;-1.3322337;0.252;0.253;0.676;0;0;0;0.031297885;0.41809812;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2271;Ecuador;ECU;16;1891;12.266759;-1.3322337;0.252;0.253;0.676;0;0;0;0.027340846;0.40705004;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2272;Ecuador;ECU;16;1892;12.543279;-0.90515566;0.511;0.249;0.676;0;0;0;-0.003263147;0.44228444;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2273;Ecuador;ECU;16;1893;12.8197975;-0.90515566;0.511;0.249;0.676;0;0;0;-0.0199481;0.43620798;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2274;Ecuador;ECU;16;1894;13.096316;-0.90515566;0.511;0.249;0.676;0;1;0;-0.010019337;0.44659096;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2275;Ecuador;ECU;16;1895;13.372835;-1.154862;0.511;0.072;0.676;0;0;0;-0.01565186;0.4411653;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2276;Ecuador;ECU;16;1896;13.649355;-0.3221925;0.713;0.423;0.676;0;0;0;0.015296578;0.45138788;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2277;Ecuador;ECU;16;1897;13.925874;-0.3221925;0.713;0.423;0.676;0;0;0;0.03371928;0.4538372;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2278;Ecuador;ECU;16;1898;14.202393;-0.3221925;0.713;0.423;0.676;0;0;0;0.01534109;0.45254433;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2279;Ecuador;ECU;16;1899;14.478912;-0.3221925;0.713;0.423;0.676;0;0;0;-0.014787075;0.4688418;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
2280;Ecuador;ECU;16;1900;14.755431;-0.3221925;0.713;0.423;0.676;0;0;0;0.048601262;0.46550918;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2281;Ecuador;ECU;16;1901;15.045893;-0.75402063;0.573;0.384;0.676;0;0;0;0.019065237;0.46410635;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2282;Ecuador;ECU;16;1902;15.347973;-0.86406076;0.573;0.306;0.676;0;0;0;-0.011474029;0.475653;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2283;Ecuador;ECU;16;1903;15.661671;-0.86406076;0.573;0.306;0.676;0;0;0;0.016279614;0.49720016;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2284;Ecuador;ECU;16;1904;15.9753685;-0.86406076;0.573;0.306;0.676;0;0;0;-0.006718817;0.5077645;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2285;Ecuador;ECU;16;1905;16.289066;-0.86688226;0.573;0.304;0.676;0;0;0;0.033193346;0.5145209;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2286;Ecuador;ECU;16;1906;16.614384;-1.0616314;0.703;0.012;0.676;0;1;0;0.031774413;0.51680607;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2287;Ecuador;ECU;16;1907;16.951319;-1.063524;0.712;0;0.676;0;0;0;0.03316214;0.5214;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2288;Ecuador;ECU;16;1908;17.46253;-1.063524;0.712;0;0.676;0;0;0;0.01780429;0.4979048;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2289;Ecuador;ECU;16;1909;17.985361;-1.063524;0.712;0;0.676;0;0;0;-0.008203367;0.5014372;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2290;Ecuador;ECU;16;1910;18.51981;-1.063524;0.712;0;0.676;0;0;0;0.015443575;0.5149076;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2291;Ecuador;ECU;16;1911;19.077496;-0.76726216;0.712;0.21;0.676;0;0;0;0.033365786;0.50538564;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2292;Ecuador;ECU;16;1912;19.6468;-0.889226;0.639;0.21;0.676;0;0;0;0.038526256;0.53337544;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2293;Ecuador;ECU;16;1913;20.23934;-0.99641323;0.574;0.211;0.676;0;0;0;0.022625636;0.5292903;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2294;Ecuador;ECU;16;1914;20.645987;-0.99641323;0.574;0.211;0.676;0;1;0;0.007123129;0.48422197;;0.7019254;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
2295;Ecuador;ECU;16;1915;21.052631;-1.0417602;0.574;0.211;0.649;0;0;0;0.094383165;0.48181462;;0.8250864;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
2296;Ecuador;ECU;16;1916;21.261765;-1.3180424;0.379;0.233;0.66;0;0;0;0.13570647;0.4717367;;0.43512616;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0
2297;Ecuador;ECU;16;1917;21.482513;-1.25879;0.379;0.275;0.66;0;0;0;0.2160998;0.42014816;;0.82364875;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
2298;Ecuador;ECU;16;1918;21.691647;-1.25879;0.379;0.275;0.66;0;0;0;0.24720217;0.3767753;;1.0620798;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
2299;Ecuador;ECU;16;1919;22.121529;-1.25879;0.379;0.275;0.66;0;0;0;0.10843263;0.45549417;;0.5854442;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2300;Ecuador;ECU;16;1920;22.574648;-1.5618244;0.201;0.271;0.66;0;0;0;0.15935321;0.48195764;;0.5425659;;;;;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2301;Ecuador;ECU;16;1921;22.795399;-1.5745214;0.201;0.262;0.66;1;0;0;-0.046802644;0.39036375;;0.43446273;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2302;Ecuador;ECU;16;1922;23.027767;-1.5745214;0.201;0.262;0.66;0;0;0;-0.0330832;0.39212865;;0.3297909;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2303;Ecuador;ECU;16;1923;23.248518;-1.5745214;0.201;0.262;0.66;0;0;0;0.03223507;0.42752862;;0.3254281;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2304;Ecuador;ECU;16;1924;23.480888;-1.5843968;0.201;0.255;0.66;1;0;0;0.09072905;0.45831376;;0.10743817;;;;;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2305;Ecuador;ECU;16;1925;23.724874;-1.6532948;0.184;0.125;0.66;0;0;0;0.029522004;0.46186787;;0.22738323;;;;;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2306;Ecuador;ECU;16;1926;23.957245;-1.8296411;0.184;0;0.66;0;0;0;-0.004844688;0.43937734;;0.26162454;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2307;Ecuador;ECU;16;1927;24.677588;-1.8296411;0.184;0;0.66;0;0;0;-0.013853544;0.45007992;;0.17336856;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2308;Ecuador;ECU;16;1928;25.42117;-1.8014257;0.184;0.02;0.66;0;0;0;-0.005915955;0.44909167;;0.16447254;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2309;Ecuador;ECU;16;1929;26.176369;-1.4938776;0.184;0.238;0.66;0;1;0;0.00735772;0.45358485;;0.1616548;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2310;Ecuador;ECU;16;1930;26.443592;-1.4938776;0.184;0.238;0.66;0;0;0;-0.04928456;0.40121397;;0.16681276;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
2311;Ecuador;ECU;16;1931;25.909143;-1.5277362;0.184;0.214;0.66;1;0;0;-0.06438613;0.3689607;;0.24460924;;;;;2;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2312;Ecuador;ECU;16;1932;25.397932;-1.5982747;0.184;0.164;0.66;0;0;0;-0.051732946;0.30439186;;0.37921962;;;;;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
2313;Ecuador;ECU;16;1933;25.397932;-1.5982747;0.184;0.164;0.66;0;0;0;-0.023375442;0.3165026;;0.5741972;;;;;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
